Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L50014,L,300.5,309.3,1571,33.3,171,0,0,0,0,0,0
L51992,L,303.4,311.9,1434,37.9,203,0,0,0,0,0,0
L49505,L,299.3,308.8,1550,37.6,171,0,0,0,0,0,0
L53530,L,300.1,309.7,1470,39.2,23,0,0,0,0,0,0
L56332,L,297.5,308.6,1448,53.6,137,0,0,0,0,0,0
H35323,H,300.7,310.7,1540,38.9,104,0,0,0,0,0,0
L48342,L,296.9,307.8,1556,38.6,202,0,0,0,0,0,0
H38482,H,297.1,308.2,1552,35.1,128,0,0,0,0,0,0
L56220,L,297.3,308.3,1694,29.6,54,0,0,0,0,0,0
L52540,L,303.3,312.6,1463,44.1,140,0,0,0,0,0,0
H36750,H,299.9,310.0,1637,29.9,208,0,0,0,0,0,0
M24222,M,298.0,308.5,1487,36.6,58,0,0,0,0,0,0
M23843,M,297.0,307.7,1559,40.7,12,0,0,0,0,0,0
L50310,L,300.1,309.7,1520,44.3,56,0,0,0,0,0,0
L56382,L,297.8,308.8,1548,36.9,32,0,0,0,0,0,0
L52799,L,303.0,312.1,1459,40.0,140,0,0,0,0,0,0
L54250,L,300.7,310.5,1457,47.8,177,0,0,0,0,0,0
L50408,L,300.5,309.3,1546,36.3,94,0,0,0,0,0,0
L49833,L,299.9,309.4,1326,26.1,122,0,0,0,0,0,0
L55850,L,297.5,308.9,1581,36.2,155,0,0,0,0,0,0
L53232,L,300.9,311.0,2003,41.5,188,0,0,0,0,0,0
L50792,L,302.0,310.9,1441,44.1,0,0,0,0,0,0,0
L55064,L,300.8,312.3,1629,33.3,91,0,0,0,0,0,0
H32038,H,299.7,309.5,1759,27.8,86,0,0,0,0,0,0
L47891,L,297.4,308.7,1448,45.1,110,0,0,0,0,0,0
L57112,L,298.3,308.2,1404,50.1,44,0,0,0,0,0,0
L54256,L,300.7,310.5,1415,48.4,194,0,0,0,0,0,0
M18406,M,301.9,311.0,1317,53.4,190,0,0,0,0,0,0
H29857,H,297.4,308.3,1408,47.7,0,0,0,0,0,0,0
L55296,L,300.3,311.8,1457,43.0,12,0,0,0,0,0,0
L53560,L,300.2,310.0,1430,48.4,12,0,0,0,0,0,0
L54204,L,300.6,310.6,1525,39.7,53,0,0,0,0,0,0
L47390,L,298.4,308.7,1566,39.9,192,0,0,0,0,0,0
M17121,M,299.2,308.2,1458,45.2,45,0,0,0,0,0,0
L55571,L,298.6,309.6,1444,45.5,82,0,0,0,0,0,0
L50962,L,302.2,310.8,1449,43.4,121,0,0,0,0,0,0
M20317,M,303.0,312.5,1447,33.7,173,0,0,0,0,0,0
L50656,L,301.8,310.6,1522,40.7,70,0,0,0,0,0,0
L52925,L,302.1,311.5,1987,20.1,76,0,0,0,0,0,0
L48531,L,298.7,310.2,1486,42.7,36,0,0,0,0,0,0
L53939,L,301.7,311.0,1441,44.3,208,0,0,0,0,0,0
L50658,L,301.8,310.7,1597,28.8,74,0,0,0,0,0,0
L48894,L,298.2,307.8,1617,36.0,76,0,0,0,0,0,0
L54665,L,300.3,311.6,1490,38.8,154,0,0,0,0,0,0
L56638,L,298.4,309.1,1753,26.9,121,0,0,0,0,0,0
L50548,L,301.5,310.7,1350,58.5,13,0,0,0,0,0,0
M21932,M,300.7,310.6,1526,41.7,35,0,0,0,0,0,0
L55326,L,299.5,310.7,1492,43.0,181,0,0,0,0,0,0
L51826,L,303.2,311.4,1497,46.0,0,0,0,0,0,0,0
L51778,L,303.0,311.2,1524,39.2,111,0,0,0,0,0,0
L51377,L,302.4,311.0,1452,50.7,193,0,0,0,0,0,0
L54157,L,300.7,311.1,1344,50.0,92,0,0,0,0,0,0
M22097,M,299.8,310.0,1607,33.5,158,0,0,0,0,0,0
L53258,L,300.9,310.8,1339,38.2,203,0,0,0,0,0,0
M21324,M,300.5,309.8,1589,37.9,143,0,0,0,0,0,0
L53956,L,301.3,310.7,1455,47.0,42,0,0,0,0,0,0
M23722,M,298.0,309.1,1759,27.7,45,0,0,0,0,0,0
M17084,M,299.7,309.0,1645,31.9,148,0,0,0,0,0,0
L49605,L,298.9,308.1,1429,53.5,28,0,0,0,0,0,0
L56124,L,297.4,308.3,1534,35.5,96,0,0,0,0,0,0
L49908,L,299.7,309.2,1868,23.8,129,0,0,0,0,0,0
M19851,M,303.9,313.0,1363,41.0,11,0,0,0,0,0,0
L54053,L,301.0,311.3,1478,39.5,2,0,0,0,0,0,0
H34780,H,303.1,312.6,1403,45.1,0,0,0,0,0,0,0
L49335,L,299.3,308.8,1371,48.1,199,0,0,0,0,0,0
M23706,M,297.4,308.9,1449,40.5,204,1,1,0,0,1,0
M18339,M,301.8,310.8,1868,23.9,148,0,0,0,0,0,0
L47895,L,297.4,308.6,1740,28.2,122,0,0,0,0,0,0
L49843,L,299.9,309.3,2098,19.0,196,0,0,0,0,0,0
L53886,L,301.4,310.6,1705,30.1,70,0,0,0,0,0,0
L48330,L,297.1,307.9,1549,50.0,166,0,0,0,0,0,0
L48271,L,297.0,307.7,1645,32.0,8,0,0,0,0,0,0
L49202,L,298.7,308.4,1525,46.9,60,0,0,0,0,0,0
L47834,L,298.3,310.0,1456,44.1,159,0,0,0,0,0,0
L55784,L,297.4,308.2,1624,31.3,213,0,0,0,0,0,0
L48440,L,297.8,309.0,1528,41.6,22,0,0,0,0,0,0
L52885,L,302.4,311.5,1569,36.2,7,0,0,0,0,0,0
L50220,L,300.2,309.2,1474,53.2,35,0,0,0,0,0,0
L56030,L,297.9,309.0,1490,39.5,188,0,0,0,0,0,0
L56327,L,297.6,308.6,1688,27.2,125,0,0,0,0,0,0
L52834,L,302.2,311.6,1544,34.3,0,0,0,0,0,0,0
L53258,L,300.8,310.7,1570,36.2,5,0,0,0,0,0,0
L56091,L,297.1,308.3,1523,36.6,5,0,0,0,0,0,0
M19563,M,303.6,311.8,1626,36.2,150,0,0,0,0,0,0
L57004,L,298.6,309.3,1569,37.3,192,0,0,0,0,0,0
L52412,L,303.6,312.9,1544,57.8,27,0,0,0,0,0,0
L49264,L,299.6,309.4,1557,36.6,142,0,0,0,0,0,0
H31240,H,297.8,307.3,1410,40.1,188,0,0,0,0,0,0
M15660,M,296.9,308.0,1385,44.9,97,0,0,0,0,0,0
L50412,L,300.7,309.6,1580,38.3,102,0,0,0,0,0,0
L50606,L,301.6,310.6,1452,53.3,158,0,0,0,0,0,0
L52231,L,303.8,312.9,1496,37.4,174,0,0,0,0,0,0
H36416,H,300.5,310.5,1411,47.2,201,0,0,0,0,0,0
M15142,M,298.1,308.1,1470,44.8,0,0,0,0,0,0,0
M18051,M,300.1,309.2,1547,33.7,218,0,0,0,0,0,0
M20908,M,300.9,310.9,1605,30.9,127,0,0,0,0,0,0
M17816,M,300.5,309.8,1480,39.0,44,0,0,0,0,0,0
M21922,M,300.6,310.4,1576,35.1,85,0,0,0,0,0,0
L53864,L,301.6,310.9,1348,44.1,166,0,0,0,0,0,0
L49586,L,299.1,308.5,1525,46.6,64,0,0,0,0,0,0
L54766,L,300.4,311.1,1469,43.4,191,0,0,0,0,0,0
L53448,L,300.9,310.5,1377,53.7,25,0,0,0,0,0,0
L53939,L,301.7,311.0,1603,35.3,5,0,0,0,0,0,0
H36565,H,300.2,309.9,1515,39.0,165,0,0,0,0,0,0
L51625,L,302.5,310.2,1446,36.9,156,0,0,0,0,0,0
M18096,M,300.8,309.4,1569,62.4,98,0,0,0,0,0,0
H39069,H,299.1,310.0,1431,49.4,205,0,0,0,0,0,0
L51211,L,302.0,310.5,1383,50.2,229,1,0,0,0,1,0
L48808,L,297.9,307.8,1551,37.9,80,0,0,0,0,0,0
L56327,L,297.7,308.7,1615,30.3,125,0,0,0,0,0,0
L51825,L,303.3,311.3,1732,25.6,232,0,0,0,0,0,0
L57121,L,298.4,308.1,1395,37.1,92,0,0,0,0,0,0
L56333,L,297.5,308.6,1369,48.6,115,0,0,0,0,0,0
H29595,H,298.2,308.2,1408,45.9,49,0,0,0,0,0,0
L53210,L,300.6,310.9,1558,36.2,80,0,0,0,0,0,0
L53283,L,300.8,310.8,1529,41.0,51,0,0,0,0,0,0
M21195,M,300.4,309.9,1657,29.4,59,0,0,0,0,0,0
L50927,L,302.4,311.1,1499,38.8,141,0,0,0,0,0,0
L53558,L,300.0,309.6,1514,44.7,94,0,0,0,0,0,0
L49124,L,298.1,308.1,2078,17.8,63,0,0,0,0,0,0
L48800,L,297.9,307.6,1691,31.8,59,0,0,0,0,0,0
L55438,L,299.1,310.6,1593,35.0,161,0,0,0,0,0,0
L47413,L,298.0,308.2,1512,34.9,181,0,0,0,0,0,0
M18691,M,302.3,310.9,1465,43.2,137,0,0,0,0,0,0
L50550,L,301.4,310.7,1516,40.2,19,0,0,0,0,0,0
L55973,L,297.3,308.5,1472,48.1,52,0,0,0,0,0,0
L52339,L,304.2,313.4,1490,44.0,44,0,0,0,0,0,0
H33908,H,302.6,310.4,1507,36.0,63,0,0,0,0,0,0
L55928,L,297.3,308.5,1423,46.2,44,0,0,0,0,0,0
H38064,H,297.6,308.4,1405,50.2,100,0,0,0,0,0,0
M19232,M,301.9,309.6,1431,41.8,201,0,0,0,0,0,0
L53106,L,300.3,310.2,1454,40.1,41,0,0,0,0,0,0
L54330,L,300.2,309.9,1713,24.3,163,0,0,0,0,0,0
L50889,L,302.0,311.3,1564,34.1,33,0,0,0,0,0,0
L54015,L,301.0,310.9,1858,22.7,127,0,0,0,0,0,0
H30313,H,295.6,306.1,1546,36.0,156,0,0,0,0,0,0
M21194,M,300.4,309.8,1886,20.3,195,0,0,0,0,0,0
M17863,M,300.8,309.9,1449,41.2,169,0,0,0,0,0,0
L52762,L,302.5,312.0,2052,18.9,203,0,0,0,0,0,0
M21859,M,300.6,310.7,1457,36.7,168,0,0,0,0,0,0
L57006,L,298.4,309.4,1325,59.1,196,0,0,0,0,0,0
M16340,M,298.0,309.3,1644,33.9,70,0,0,0,0,0,0
L54719,L,300.2,311.3,1387,45.3,68,0,0,0,0,0,0
M18545,M,302.2,311.7,1558,37.1,7,0,0,0,0,0,0
H33553,H,301.7,310.2,1620,50.1,42,0,0,0,0,0,0
L49694,L,299.0,308.6,1417,50.3,27,0,0,0,0,0,0
M17478,M,299.4,309.1,1631,35.9,70,0,0,0,0,0,0
M17275,M,299.1,308.5,1587,37.9,12,0,0,0,0,0,0
M22333,M,300.3,311.6,1254,54.1,118,0,0,0,0,0,0
L49056,L,298.2,308.0,1393,44.0,98,0,0,0,0,0,0
L56321,L,297.6,308.7,1431,40.3,0,0,0,0,0,0,0
L51138,L,302.2,311.4,1470,40.4,77,0,0,0,0,0,0
L47410,L,298.3,308.5,1570,34.8,175,0,0,0,0,0,0
M23821,M,297.3,308.0,1465,48.0,77,0,0,0,0,0,0
L50240,L,300.0,309.1,1417,47.3,84,0,0,0,0,0,0
L55410,L,299.1,310.5,1530,36.9,74,0,0,0,0,0,0
L54717,L,300.3,311.3,1530,37.9,62,0,0,0,0,0,0
M15803,M,295.6,306.2,1477,52.3,40,0,0,0,0,0,0
L49935,L,299.7,309.2,1734,28.9,199,0,0,0,0,0,0
H36736,H,300.1,310.3,1547,33.3,74,0,0,0,0,0,0
L53957,L,301.2,310.7,1536,37.9,44,0,0,0,0,0,0
M23921,M,297.0,308.0,1570,35.7,130,0,0,0,0,0,0
M17978,M,300.2,309.5,1458,45.3,23,0,0,0,0,0,0
L49094,L,298.0,307.7,1564,41.7,181,0,0,0,0,0,0
L48941,L,298.3,307.7,1349,49.2,123,0,0,0,0,0,0
L56575,L,297.8,308.3,1769,27.9,35,0,0,0,0,0,0
L52830,L,302.2,311.6,1383,52.9,213,0,0,0,0,0,0
L55280,L,300.3,311.7,1517,39.0,14,0,0,0,0,0,0
H35096,H,302.5,311.6,1466,53.9,2,0,0,0,0,0,0
L50338,L,300.4,309.6,1388,59.1,155,0,0,0,0,0,0
M15711,M,296.3,307.4,1767,25.3,7,0,0,0,0,0,0
L51138,L,302.2,311.4,1450,44.2,43,0,0,0,0,0,0
M24124,M,298.3,309.0,1537,38.5,15,0,0,0,0,0,0
L54349,L,300.3,310.0,1382,46.2,2,0,0,0,0,0,0
L52745,L,302.4,311.9,1448,46.6,204,0,0,0,0,0,0
L48758,L,298.3,308.4,1793,24.0,67,0,0,0,0,0,0
L56782,L,298.9,310.1,1429,50.2,20,0,0,0,0,0,0
L49668,L,298.9,308.7,1409,50.9,185,0,0,0,0,0,0
M23670,M,297.3,308.5,1625,32.8,94,0,0,0,0,0,0
L55891,L,297.1,308.5,1733,28.7,2,0,0,0,0,0,0
L54554,L,299.6,310.0,1517,35.6,85,0,0,0,0,0,0
L49863,L,299.9,309.5,1501,39.0,23,0,0,0,0,0,0
L52596,L,302.7,312.3,1660,30.3,36,0,0,0,0,0,0
L52162,L,303.7,313.0,1543,37.1,195,0,0,0,0,0,0
M15280,M,297.6,308.4,1620,33.6,5,0,0,0,0,0,0
M21678,M,301.0,311.1,1476,47.0,148,0,0,0,0,0,0
L48730,L,298.3,308.9,1566,33.8,121,0,0,0,0,0,0
H38191,H,297.5,308.7,1481,38.8,14,0,0,0,0,0,0
L55255,L,300.4,312.0,1547,37.0,117,0,0,0,0,0,0
L50254,L,300.1,309.2,1599,35.7,111,0,0,0,0,0,0
M18872,M,302.3,311.2,1783,27.8,13,0,0,0,0,0,0
L56436,L,298.0,309.1,1683,31.5,199,0,0,0,0,0,0
L55348,L,299.7,311.1,1450,46.6,148,0,0,0,0,0,0
L52583,L,302.9,312.4,1512,36.2,184,0,0,0,0,0,0
L51277,L,301.9,310.4,1518,34.8,155,0,0,0,0,0,0
L56926,L,298.8,310.0,1461,45.6,57,0,0,0,0,0,0
L53978,L,301.2,310.7,1434,50.3,98,0,0,0,0,0,0
L53757,L,301.4,310.4,1388,43.2,188,0,0,0,0,0,0
L56551,L,297.7,308.4,1794,27.7,79,0,0,0,0,0,0
L54586,L,299.8,310.9,1596,35.2,129,0,0,0,0,0,0
L47762,L,297.8,309.7,1713,30.5,174,0,0,0,0,0,0
M24648,M,298.8,309.6,1535,40.6,87,0,0,0,0,0,0
M16111,M,297.4,308.4,1359,51.4,220,0,0,0,0,0,0
L56316,L,297.7,308.7,1694,29.1,74,0,0,0,0,0,0
L52144,L,303.9,312.6,1397,52.6,165,0,0,0,0,0,0
L56603,L,298.0,308.5,1576,38.5,155,0,0,0,0,0,0
L48897,L,298.2,307.7,1540,36.6,82,0,0,0,0,0,0
L53232,L,300.9,311.0,1767,29.1,138,0,0,0,0,0,0
L55871,L,297.1,308.5,1530,36.8,2,0,0,0,0,0,0
M18969,M,301.9,310.7,1597,30.0,179,0,0,0,0,0,0
L54886,L,300.5,311.5,1451,48.2,77,0,0,0,0,0,0
L53407,L,301.3,310.8,1479,51.2,139,0,0,0,0,0,0
M16341,M,298.2,309.2,1484,43.8,147,0,0,0,0,0,0
L56827,L,299.1,310.2,1411,43.2,2,0,0,0,0,0,0
L55861,L,297.2,308.5,1447,44.4,98,0,0,0,0,0,0
L54589,L,299.9,310.9,2084,17.6,148,0,0,0,0,0,0
L56936,L,298.6,309.8,1597,35.9,33,0,0,0,0,0,0
L53273,L,300.9,310.8,1777,25.0,20,0,0,0,0,0,0
M19393,M,302.4,310.2,1375,56.1,199,0,0,0,0,0,0
M23846,M,297.2,307.8,1443,43.9,137,0,0,0,0,0,0
M16375,M,298.0,308.9,1516,35.5,15,0,0,0,0,0,0
M16830,M,297.9,307.6,1430,42.5,129,0,0,0,0,0,0
L50038,L,300.4,309.3,1415,44.9,233,0,0,0,0,0,0
M18755,M,302.3,311.1,1546,33.7,71,0,0,0,0,0,0
M15345,M,297.4,309.0,1466,47.1,22,0,0,0,0,0,0
H37691,H,298.9,310.6,1589,31.3,202,0,0,0,0,0,0
L53148,L,300.5,310.9,1693,31.3,141,0,0,0,0,0,0
L51779,L,303.1,311.2,1553,36.8,119,0,0,0,0,0,0
M17605,M,299.7,309.1,1603,23.8,170,0,0,0,0,0,0
H34580,H,304.2,313.1,1687,29.6,58,0,0,0,0,0,0
M19147,M,301.7,309.9,1539,39.0,196,0,0,0,0,0,0
L49446,L,299.3,308.5,1381,60.6,59,0,0,0,0,0,0
L48364,L,297.3,308.5,1517,40.6,26,0,0,0,0,0,0
M18051,M,300.1,309.2,1732,36.6,218,0,0,0,0,0,0
L55233,L,300.5,311.9,1887,33.1,56,0,0,0,0,0,0
L47378,L,298.4,308.7,1433,49.0,99,0,0,0,0,0,0
H36467,H,300.7,310.5,1467,42.7,129,0,0,0,0,0,0
L55694,L,298.2,309.4,1362,47.1,185,0,0,0,0,0,0
L48768,L,298.2,308.3,1590,35.3,9,0,0,0,0,0,0
L56680,L,299.2,310.2,1411,55.0,192,1,0,0,0,0,0
L48718,L,298.4,309.1,1498,38.1,191,0,0,0,0,0,0
M24593,M,298.8,310.0,1442,37.7,153,0,0,0,0,0,0
L56320,L,297.5,308.5,1373,46.1,110,0,0,0,0,0,0
M22956,M,300.2,311.8,1535,37.5,155,0,0,0,0,0,0
L53235,L,300.7,310.8,1686,29.9,147,0,0,0,0,0,0
L54148,L,300.7,311.1,1471,50.2,79,0,0,0,0,0,0
M21705,M,301.1,311.2,1653,32.1,0,0,0,0,0,0,0
L56277,L,297.3,308.1,1642,28.9,206,0,0,0,0,0,0
L55646,L,297.3,307.9,1636,28.5,161,0,0,0,0,0,0
L55631,L,298.5,310.0,1515,48.8,27,0,0,0,0,0,0
H39385,H,298.2,307.9,1519,37.9,139,0,0,0,0,0,0
H38893,H,298.9,308.8,1432,39.8,143,0,0,0,0,0,0
M21678,M,300.9,310.7,1867,24.5,0,0,0,0,0,0,0
M18584,M,302.2,311.2,1520,38.8,106,0,0,0,0,0,0
L56307,L,297.4,308.6,1449,47.2,76,0,0,0,0,0,0
L50227,L,300.2,309.3,1541,38.1,176,0,0,0,0,0,0
L54367,L,300.4,310.3,1379,54.6,119,0,0,0,0,0,0
L51966,L,303.8,312.6,1577,32.6,134,0,0,0,0,0,0
L52891,L,302.2,311.5,1454,45.6,192,0,0,0,0,0,0
L52874,L,302.2,311.8,1431,47.8,0,0,0,0,0,0,0
M23708,M,297.5,308.5,1443,47.6,2,0,0,0,0,0,0
L56887,L,299.0,310.1,1483,32.9,188,0,0,0,0,0,0
L49372,L,299.6,309.0,1472,44.8,181,0,0,0,0,0,0
M22390,M,300.3,311.4,1617,39.3,148,0,0,0,0,0,0
L49056,L,298.3,308.0,1450,47.8,98,0,0,0,0,0,0
L48384,L,296.9,308.0,1472,44.5,84,0,0,0,0,0,0
M18581,M,302.1,311.3,1550,38.1,66,0,0,0,0,0,0
M21804,M,300.7,311.4,1487,39.8,23,0,0,0,0,0,0
L50304,L,300.1,309.4,1487,39.1,124,0,0,0,0,0,0
L49244,L,299.6,309.5,1353,47.6,168,0,0,0,0,0,0
L47721,L,297.4,309.4,1611,34.9,96,0,0,0,0,0,0
L50802,L,302.0,311.1,1509,39.9,57,0,0,0,0,0,0
L56850,L,299.0,310.1,1622,37.0,45,0,0,0,0,0,0
L54382,L,300.0,309.7,2183,18.8,124,0,0,0,0,0,0
L49756,L,299.5,309.3,1644,34.5,181,0,0,0,0,0,0
L52283,L,304.0,313.4,1399,43.7,76,0,0,0,0,0,0
L47471,L,298.0,308.3,1504,42.6,107,0,0,0,0,0,0
L54764,L,300.3,311.1,1556,37.6,187,0,0,0,0,0,0
H39284,H,298.4,308.4,1691,30.3,163,0,0,0,0,0,0
M16660,M,298.0,307.6,1597,32.8,98,0,0,0,0,0,0
L48894,L,298.2,307.8,1335,53.6,76,0,0,0,0,0,0
L55429,L,299.0,310.4,1524,49.6,2,0,0,0,0,0,0
L48771,L,298.2,308.4,1544,49.4,209,0,0,0,0,0,0
L52155,L,303.7,312.6,1424,45.5,148,0,0,0,0,0,0
L51390,L,302.1,310.9,1356,51.0,111,1,0,1,0,0,0
M16396,M,297.9,307.8,1351,47.2,3,0,0,0,0,0,0
L54541,L,299.6,310.4,1440,39.9,52,0,0,0,0,0,0
L50702,L,301.8,311.0,1651,33.1,195,0,0,0,0,0,0
L51555,L,302.0,309.7,1414,36.3,0,0,0,0,0,0,0
M23914,M,297.4,308.5,1621,31.2,199,0,0,0,0,0,0
M23798,M,297.4,308.4,1627,32.6,18,0,0,0,0,0,0
L47964,L,296.7,307.8,1616,36.7,55,0,0,0,0,0,0
L52821,L,302.5,312.0,1473,46.1,184,0,0,0,0,0,0
L55194,L,300.9,312.0,1438,42.4,156,0,0,0,0,0,0
L55901,L,297.2,308.6,1459,43.2,166,0,0,0,0,0,0
L53408,L,301.2,310.9,1470,50.1,0,0,0,0,0,0,0
L50276,L,299.9,309.1,1651,29.7,18,0,0,0,0,0,0
H37706,H,298.9,310.4,1679,30.9,35,0,0,0,0,0,0
L54253,L,300.7,310.6,1790,26.5,12,0,0,0,0,0,0
L52797,L,303.1,312.4,1404,45.7,119,0,0,0,0,0,0
L49486,L,299.1,308.5,1348,54.1,172,0,0,0,0,0,0
L53400,L,301.1,310.8,1470,39.3,116,0,0,0,0,0,0
L52785,L,302.9,312.2,1534,41.4,96,0,0,0,0,0,0
M15506,M,297.7,309.4,1447,43.7,124,0,0,0,0,0,0
L56489,L,298.3,309.2,1477,50.1,139,0,0,0,0,0,0
L55230,L,300.3,311.7,1666,29.1,50,0,0,0,0,0,0
L50677,L,301.9,311.0,1470,40.7,126,0,0,0,0,0,0
L55004,L,299.9,311.3,1740,27.3,160,0,0,0,0,0,0
L53736,L,301.5,310.6,1479,45.4,92,0,0,0,0,0,0
L50345,L,300.4,309.7,1424,43.5,154,0,0,0,0,0,0
L51287,L,302.0,310.5,1809,42.1,175,0,0,0,0,0,0
L49928,L,299.7,309.2,1574,36.9,153,0,0,0,0,0,0
L55770,L,297.4,307.9,1457,44.0,174,0,0,0,0,0,0
M24395,M,299.3,310.5,1480,38.1,99,0,0,0,0,0,0
L53936,L,301.4,310.8,1570,36.5,5,0,0,0,0,0,0
L48894,L,298.2,307.8,1488,42.4,76,0,0,0,0,0,0
L49086,L,297.9,307.6,1372,53.4,178,0,0,0,0,0,0
M22023,M,300.2,310.1,1501,35.5,166,0,0,0,0,0,0
L55373,L,299.3,310.8,1434,40.3,211,0,0,0,0,0,0
M16088,M,297.1,308.4,1583,42.5,150,0,0,0,0,0,0
L55071,L,300.8,312.5,1427,39.2,85,0,0,0,0,0,0
L51281,L,301.9,310.4,1453,43.4,148,0,0,0,0,0,0
L55344,L,299.6,310.9,1559,36.0,119,0,0,0,0,0,0
M17291,M,299.2,308.2,1642,34.1,43,0,0,0,0,0,0
H39214,H,298.5,309.5,1525,39.2,124,0,0,0,0,0,0
M24756,M,298.8,309.3,1556,37.4,173,0,0,0,0,0,0
L56076,L,297.4,308.7,1589,31.9,131,0,0,0,0,0,0
L51624,L,302.3,310.2,1281,53.2,154,0,0,0,0,0,0
L52726,L,302.3,311.7,1453,41.2,57,0,0,0,0,0,0
L50157,L,300.6,309.5,1467,37.5,102,0,0,0,0,0,0
M22762,M,300.7,312.3,1430,47.2,137,0,0,0,0,0,0
L56410,L,298.2,309.2,1573,39.0,133,0,0,0,0,0,0
L47416,L,298.1,308.5,1657,31.2,179,0,0,0,0,0,0
L49188,L,298.5,308.3,1811,24.7,28,0,0,0,0,0,0
M20956,M,300.9,310.7,1513,42.0,179,0,0,0,0,0,0
M23745,M,297.9,309.0,1529,36.2,183,0,0,0,0,0,0
L54843,L,300.5,311.6,1509,46.8,37,0,0,0,0,0,0
L55578,L,298.5,309.7,1503,38.4,92,0,0,0,0,0,0
M24803,M,298.3,308.6,1432,46.9,49,0,0,0,0,0,0
L53139,L,300.6,310.8,1427,51.2,119,0,0,0,0,0,0
M15645,M,296.9,308.0,1636,33.5,57,0,0,0,0,0,0
H29462,H,298.8,309.2,1446,45.3,33,0,0,0,0,0,0
L51572,L,302.2,310.1,1572,33.4,15,0,0,0,0,0,0
L54385,L,299.8,309.7,1483,30.4,124,0,0,0,0,0,0
L53814,L,301.5,310.5,1396,44.5,13,0,0,0,0,0,0
L53619,L,300.6,310.0,1683,32.7,46,0,0,0,0,0,0
L50096,L,300.6,309.6,1528,41.6,221,0,0,0,0,0,0
L55215,L,300.7,311.7,1680,30.4,81,0,0,0,0,0,0
L49710,L,298.9,309.1,1452,39.3,64,0,0,0,0,0,0
M15140,M,298.1,308.1,1456,41.8,80,0,0,0,0,0,0
L56919,L,298.8,310.0,1431,42.8,170,0,0,0,0,0,0
L56278,L,297.3,308.2,1439,49.9,0,0,0,0,0,0,0
M20083,M,303.8,313.2,1350,42.9,2,0,0,0,0,0,0
L52973,L,301.8,311.3,1471,44.2,98,0,0,0,0,0,0
L50936,L,302.4,311.1,1721,28.8,156,0,0,0,0,0,0
M21564,M,301.5,310.7,1398,45.8,64,0,0,0,0,0,0
L52218,L,304.1,313.2,1360,58.4,132,0,0,0,0,0,0
M24442,M,299.2,310.5,1404,37.4,173,0,0,0,0,0,0
L52041,L,303.5,312.3,1684,28.5,109,0,0,0,0,0,0
H31770,H,299.3,308.6,1901,22.5,146,0,0,0,0,0,0
L53100,L,300.5,310.5,1764,25.9,124,0,0,0,0,0,0
M24336,M,298.6,309.7,1566,32.9,167,0,0,0,0,0,0
L53701,L,301.1,310.1,1657,31.6,40,0,0,0,0,0,0
M24244,M,298.1,309.3,1510,36.9,142,0,0,0,0,0,0
L51427,L,302.6,310.9,1425,42.0,148,0,0,0,0,0,0
L51551,L,302.0,309.8,1680,29.7,201,0,0,0,0,0,0
L56142,L,297.3,307.9,1444,49.7,80,0,0,0,0,0,0
L50807,L,302.2,311.6,1530,40.6,15,0,0,0,0,0,0
L49125,L,297.7,308.1,1455,42.8,68,0,0,0,0,0,0
M19296,M,302.4,310.3,1357,54.5,136,1,0,1,0,0,0
L47444,L,298.0,308.3,1472,37.5,37,0,0,0,0,0,0
L51454,L,302.4,310.6,1445,40.3,168,0,0,0,0,0,0
L52889,L,302.2,311.7,1556,37.6,145,0,0,0,0,0,0
L53273,L,301.0,310.9,1658,31.0,20,0,0,0,0,0,0
L49460,L,299.4,308.8,1390,40.7,192,0,0,0,0,0,0
H33529,H,302.0,310.4,1420,43.1,192,0,0,0,0,0,0
M17473,M,299.3,309.1,1510,38.3,59,0,0,0,0,0,0
L56434,L,298.3,309.3,1419,50.7,195,0,0,0,0,0,0
M20841,M,300.7,310.7,1445,52.9,183,0,0,0,0,0,0
L53773,L,301.6,310.7,1679,35.6,10,0,0,0,0,0,0
L50299,L,300.1,309.4,1373,46.5,26,0,0,0,0,0,0
L47270,L,298.8,308.9,1477,43.8,148,0,0,0,0,0,0
L55275,L,300.2,311.7,1435,41.8,167,0,0,0,0,0,0
M21264,M,300.2,309.7,1528,40.4,98,0,0,0,0,0,0
L47938,L,296.9,308.0,1497,44.7,231,0,0,0,0,0,0
L55988,L,297.4,308.6,1446,48.1,65,0,0,0,0,0,0
M23356,M,298.4,309.5,1360,56.4,165,0,0,0,0,0,0
M21639,M,301.3,310.8,1482,44.4,49,0,0,0,0,0,0
L53551,L,300.1,309.6,1424,51.9,140,0,0,0,0,0,0
L56909,L,298.9,310.1,1490,42.4,145,0,0,0,0,0,0
L47892,L,297.5,308.7,1553,38.2,112,0,0,0,0,0,0
L50657,L,301.8,310.7,1447,45.4,72,0,0,0,0,0,0
L48512,L,298.9,310.3,1629,34.3,24,0,0,0,0,0,0
L53001,L,301.3,311.1,1303,49.1,212,0,0,0,0,0,0
L52912,L,302.1,311.3,1648,32.4,204,0,0,0,0,0,0
L56591,L,298.0,308.5,2448,13.8,191,0,0,0,0,0,0
L51327,L,301.9,310.3,1564,44.0,65,0,0,0,0,0,0
